Wort;Positive;Negative;Ekel;Freude;Furcht;Trauer;Überraschung;Verachtung;Wut
Lurch;0;0;0;0;0;0;0;1;0
Lusche;0;0;0;0;0;0;0;1;0
Luschi;0;0;0;0;0;0;0;1;0
Lust;0;0;0;1;0;0;0;0;0
Lustbarkeit;0;0;0;1;0;0;0;1;0
lustbetont;0;0;0;1;0;0;0;0;0
lustig;0;0;0;1;0;0;0;0;0
lustigerweise;0;0;0;0;0;0;1;0;0
Lustigkeit;0;0;0;1;0;0;0;0;0
lustlos;0;0;0;0;0;1;0;0;0
lustvoll;0;0;0;1;0;0;0;0;0
Macho;0;0;0;0;0;0;0;1;0
Macker;0;0;0;0;0;0;0;1;0
madigmachen;0;0;0;0;0;0;0;1;0
magersüchtig;0;0;0;0;0;0;0;1;0
mäkeln;0;0;0;0;0;0;0;1;0
Maloche;0;0;0;0;0;0;0;1;0
Mangel;0;0;0;0;0;0;0;1;0
Mannomann!;0;0;0;0;1;0;1;0;0
märchenhaft;0;0;0;1;0;0;0;0;0
Marginalie;0;0;0;0;0;0;0;1;0
Marienkäfer;0;0;0;1;0;0;0;0;0
marode;0;0;0;0;0;0;0;1;0
martialisch;0;0;0;0;0;0;0;0;1
Maskottchen;0;0;0;1;0;0;0;0;0
mäßig;0;0;0;0;0;0;0;1;0
mau;0;0;0;0;0;1;0;1;0
maulfaul;0;0;0;0;0;0;0;1;0
Maulheld;0;0;0;0;0;0;0;1;0
maulig;0;0;0;0;0;1;0;1;0
Maulschelle;0;0;0;0;0;0;0;1;0
maunzen;0;0;0;0;0;0;0;1;0
Mausbär;0;0;0;1;0;0;0;0;0
mauscheln;0;0;0;0;0;0;0;1;0
Mausi;0;0;0;1;0;0;0;0;0
meckern;0;0;0;0;0;0;0;1;0
medioker;0;0;0;0;0;0;0;1;0
mefitisch;0;0;1;0;0;0;0;0;0
meisterhaft;0;0;0;1;0;0;0;0;0
Melancholie;0;0;0;0;0;1;0;0;0
Melancholiker;0;0;0;0;0;1;0;0;0
melancholisch;0;0;0;0;0;1;0;0;0
Memme;0;0;0;0;1;0;0;1;0
memmenhaft;0;0;0;0;1;1;0;1;0
Memmenhaftigkeit;0;0;0;0;1;0;0;0;0
Menschenskinder!;0;0;0;0;0;0;1;0;0
Menschenverachtung;0;0;0;0;0;0;0;1;0
mephitisch;0;0;1;0;0;0;0;0;0
merkbefreit;0;0;0;0;0;0;0;1;0
merkwürdig;0;0;0;0;0;0;0;1;0
meschugge;0;0;0;0;0;0;0;1;0
meuchlings;0;0;0;0;0;0;0;1;0
mickerig;0;0;0;0;0;0;0;1;0
Mickerling;0;0;0;0;0;0;0;1;0
mickrig;0;0;0;0;0;1;0;1;0
mickrige;0;0;0;0;0;0;0;1;0
Mief;0;0;1;0;0;0;0;0;0
mief;0;0;1;0;0;0;0;0;0
miefig;0;0;1;0;0;0;0;0;0
mies;0;0;1;0;0;1;0;1;0
Miesepeter;0;0;0;0;0;1;0;0;0
miesepetrig;0;0;0;0;0;1;0;1;0
Miesepetrigkeit;0;0;0;0;0;1;0;0;0
miesmachen;0;0;0;0;0;1;0;1;0
Miesmacher;0;0;0;0;0;1;0;0;0
Miesmacherei;0;0;0;0;0;1;0;0;0
Milchbart;0;0;0;0;0;0;0;1;0
Milchbubi;0;0;0;0;0;0;0;1;0
minderbegabt;0;0;0;0;0;0;0;1;0
Minderbemittelter;0;0;0;0;0;0;0;1;0
Minderung;0;0;0;0;0;0;0;1;0
minderwertig;0;0;0;0;0;0;0;1;0
Mischpoke;0;0;0;0;0;0;0;1;0
miserabel;0;0;0;0;0;1;0;1;1
Misere;0;0;0;0;0;1;0;1;0
mislaunig;0;0;0;0;0;0;0;0;1
missachten;0;0;0;0;0;0;0;1;0
Missachtung;0;0;0;0;0;0;0;1;0
missbilligen;0;0;0;0;0;0;0;1;0
missbilligend;0;0;0;0;0;0;0;1;0
Missbrauch;0;0;0;0;1;0;0;0;0
Misserfolg;0;0;0;0;0;1;0;0;0
misserfolgsorientiert;0;0;0;0;0;1;0;0;0
Missetäter;0;0;0;0;0;0;0;1;0
Missfallen;0;0;0;0;0;1;0;1;0
missfallen;0;0;0;0;0;1;0;0;0
Missfallenskundgebung;0;0;0;0;0;0;0;1;0
missfällig;0;0;1;0;0;0;0;1;0
Missgeburt;0;0;0;0;0;0;0;1;0
missgelaunt;0;0;0;0;0;1;0;1;0
Missgeschick;0;0;0;0;0;1;0;0;0
missgestimmt;0;0;0;0;0;1;0;1;1
Missglück;0;0;0;0;0;1;0;0;0
missglücken;0;0;0;0;0;1;0;0;0
misslaunig;0;0;0;0;0;1;0;1;0
missliebig;0;0;0;0;0;1;0;0;0
misslingen;0;0;0;0;0;1;0;0;0
Missmut;0;0;0;0;0;1;0;0;1
missmutig;0;0;0;0;0;1;0;1;0
missraten;0;0;0;0;0;1;0;0;0
Missstand;0;0;0;0;0;1;0;0;0
Missstimmung;0;0;0;0;0;1;0;0;0
Missvergnügen;0;0;0;0;0;1;0;0;1
missvergnügt;0;0;0;0;0;1;0;1;0
Mist;0;0;0;0;0;0;0;1;0
Mist!;0;0;0;0;0;0;1;0;0
Mistkerl;0;0;0;0;0;0;0;1;0
mitfühlen;0;0;0;0;0;1;0;0;0
Mitgefühl;0;0;0;0;0;1;0;0;0
mitgerissen;0;0;0;1;0;0;0;0;0
Mitleid;0;0;0;0;0;1;0;0;0
mitleiderregend;0;0;0;0;0;1;0;0;0
mitreißen;0;0;0;0;0;0;1;0;0
mittelmäßig;0;0;0;0;0;1;0;1;0
mittelprächtig;0;0;0;0;0;1;0;1;0
Mob;0;0;0;0;0;0;0;1;1
mobben;0;0;0;0;0;0;0;1;0
Möchtegern;0;0;0;0;0;0;0;1;0
moderig;0;0;1;0;0;0;0;0;0
modern;0;0;1;0;0;0;0;0;0
modest;0;0;0;0;0;0;0;1;0
modrig;0;0;1;0;0;0;0;0;0
mogeln;0;0;0;0;0;0;0;1;0
mokant;0;0;0;0;0;0;0;1;0
molestieren;0;0;0;0;0;0;0;1;0
monoton;0;0;0;0;0;1;0;1;0
Monotonie;0;0;0;0;0;1;0;0;0
Monster;0;0;0;0;1;0;0;1;0
Monstrum;0;0;0;0;1;0;0;1;0
Moppel;0;0;0;0;0;0;0;1;0
Mops;0;0;0;0;0;0;0;1;0
mopsen;0;0;0;0;0;0;0;1;0
mopsfidel;0;0;0;1;0;0;0;0;0
morbid;0;0;0;0;0;0;0;1;0
mordssauer;0;0;0;0;0;0;0;0;1
Morgengrauen;0;0;0;0;0;0;1;0;0
mosern;0;0;0;0;0;0;0;1;0
motzen;0;0;0;0;0;0;0;1;0
müde;0;0;0;0;0;0;0;1;0
Muffel;0;0;0;0;0;1;0;0;0
muffelig;0;0;0;0;0;0;0;1;0
muffeln;0;0;1;0;0;0;0;0;0
Muffensausen;0;0;0;0;1;0;0;0;0
muffig;0;0;1;0;0;0;0;1;0
Muffkopp;0;0;0;0;0;1;0;0;0
Mühsal;0;0;0;0;0;1;0;0;0
muksch;0;0;0;0;0;0;0;1;0
Müll;0;0;1;0;0;0;0;0;0
mulmig;0;0;0;0;0;0;0;1;0
Mumpitz;0;0;0;0;0;0;0;1;0
munter;0;0;0;1;0;0;1;0;0
Munterkeit;0;0;0;1;0;0;0;0;0
mürbe;0;0;0;0;0;0;0;1;0
Murks;0;0;0;0;0;0;0;1;0
murksen;0;0;0;0;0;0;0;1;0
Murkser;0;0;0;0;0;0;0;1;0
Murkserei;0;0;0;0;0;0;0;1;0
murr;0;0;0;0;0;0;0;0;1
murren;0;0;0;0;0;0;0;1;0
mürrisch;0;0;0;0;0;0;0;1;1
Murrkopf;0;0;0;0;0;1;0;0;0
Müßiggänger;0;0;0;0;0;0;0;1;0
mustergültig;0;0;0;1;0;0;0;0;0
mutlos;0;0;0;0;1;1;0;0;0
Mutlosigkeit;0;0;0;0;1;1;0;0;0
Mutter;0;0;0;1;0;0;0;0;0
mutterseelenallein;0;0;0;0;0;1;0;0;0
Muttersöhnchen;0;0;0;0;1;0;0;1;0
Nachteil;0;0;0;0;0;1;0;0;0
nachtragen;0;0;0;0;0;0;0;0;1
naiv;0;0;0;0;0;0;0;1;0
Narr;0;0;0;0;0;0;0;1;0
narren;0;0;0;0;0;0;0;1;0
Närrin;0;0;0;0;0;0;0;1;0
narrisch;0;0;0;0;0;0;0;1;0
närrisch;0;0;0;0;0;0;0;1;0
Naserümpfen;0;0;0;0;0;0;0;1;0
naserümpfend;0;0;0;0;0;0;0;1;0
nasführen;0;0;0;0;0;0;0;1;0
nassforsch;0;0;0;0;0;0;0;1;0
Nepp;0;0;0;0;0;0;0;1;0
Nepper;0;0;0;0;0;0;0;1;0
nerven;0;0;0;0;0;0;0;1;1
Nervenkitzel;0;0;0;0;1;0;0;0;0
Nervensäge;0;0;0;0;0;0;0;1;0
nervig;0;0;0;0;0;0;0;0;1
nervös;0;0;0;0;1;0;0;0;0
nervtötend;0;0;0;0;0;0;0;0;1
Nervtöter;0;0;0;0;0;0;0;1;0
Nestbeschmutzer;0;0;0;0;0;0;0;1;0
nesteln;0;0;0;0;0;0;0;1;0
nett;0;0;0;1;0;0;0;0;0
neu;0;0;0;0;0;0;1;0;0
Neugierde;0;0;0;0;0;0;1;0;0
Neunmalkluger;0;0;0;0;0;0;0;1;0
Newbie;0;0;0;0;0;0;0;1;0
Newcomer;0;0;0;0;0;0;0;1;0
Nichtachtung;0;0;0;0;0;0;0;1;0
Nichtbeachtung;0;0;0;0;0;0;0;1;0
nichtsahnend;0;0;0;0;0;0;0;1;0
Nichtskönner;0;0;0;0;0;0;0;1;0
Nichtsnutz;0;0;0;0;0;0;0;1;0
nichtssagend;0;0;0;0;0;0;0;1;0
Nichtstuer;0;0;0;0;0;0;0;1;0
nickelig;0;0;0;0;0;0;0;1;0
Nickeligkeit;0;0;0;0;0;0;0;1;0
Nickligkeit;0;0;0;0;0;0;0;1;0
niederdrückend;0;0;0;0;0;1;0;1;0
niedergedrückt;0;0;0;0;0;1;0;0;0
niedergeschlagen;0;0;0;0;0;1;0;0;0
Niedergeschlagenheit;0;0;0;0;0;1;0;0;0
Niederlage;0;0;0;0;0;1;0;0;1
niedermachen;0;0;0;0;0;0;0;1;0
niederreißen;0;0;0;0;0;0;0;1;0
niederschlagen;0;0;0;0;0;1;0;0;0
niederschmetternd;0;0;0;0;0;0;0;1;0
niederträchtig;0;0;1;0;0;0;0;1;0
Niederträchtigkeit;0;0;1;0;0;0;0;0;0
Niete;0;0;0;0;0;0;0;1;0
Nietenzähler;0;0;0;0;0;0;0;1;0
Nigger;0;0;0;0;0;0;0;1;0
niveaulos;0;0;0;0;0;0;0;1;0
nölen;0;0;0;0;0;0;0;1;0
Nonsens;0;0;0;0;0;0;0;1;0
Nonsense;0;0;0;0;0;0;0;1;0
nörgeln;0;0;0;0;0;0;0;1;0
nörglerisch;0;0;0;0;0;0;0;1;0
Normalo;0;0;0;0;0;0;0;1;0
Normalsterblicher;0;0;0;0;0;0;0;1;0
Notaufnahme;0;0;0;0;0;0;1;0;0
Notlage;0;0;0;0;0;1;0;0;0
Notruf;0;0;0;0;0;0;1;0;0
Null;0;0;0;0;0;0;0;1;0
Nullchecker;0;0;0;0;0;0;0;1;0
Nulpe;0;0;0;0;0;0;0;1;0
Nuss;0;0;0;0;0;0;0;1;0
nuttig;0;0;0;0;0;0;0;1;0
Nutznießer;0;0;0;0;0;0;0;1;0
Obacht!;0;0;0;0;0;0;1;0;0
oberflächlich;0;0;0;0;0;0;0;1;0
Oberschlauer;0;0;0;0;0;0;0;1;0
obszön;0;0;0;0;0;0;0;1;0
Öde;0;0;0;0;0;1;0;0;0
öde;0;0;0;0;0;1;0;0;0
Ödland;0;0;0;0;0;1;0;0;0
Ödnis;0;0;0;0;0;1;0;0;0
oha;0;0;0;0;0;0;1;0;0
öha;0;0;0;0;0;0;1;0;0
oha!;0;0;0;0;0;0;1;0;0
oho!;0;0;0;0;0;0;1;0;0
oll;0;0;0;0;0;0;0;1;0
ominös;0;0;0;0;1;0;0;0;0
Operation;0;0;0;0;1;0;0;0;0
opportunistisch;0;0;0;0;0;0;0;1;0
Optimismus;0;0;0;1;0;0;0;0;0
optimistisch;0;0;0;1;0;0;0;0;0
ordinär;0;0;0;0;0;0;0;1;0
Orgasmus;0;0;0;1;0;0;0;0;0
Oschi;0;0;0;0;0;0;0;1;0
Ovation;0;0;0;1;0;0;0;0;0
Pack;0;0;0;0;0;0;0;1;0
packend;0;0;0;0;0;0;1;0;0
pah;0;0;0;0;0;0;0;1;0
palmar;0;0;0;0;0;0;0;1;0
pampig;0;0;0;0;0;0;0;1;0
Panik;0;0;0;0;1;0;0;0;0
panikartig;0;0;0;0;1;0;0;0;0
panisch;0;0;0;0;1;0;0;0;0
Pannemann;0;0;0;0;0;0;0;1;0
Papperlapapp;0;0;0;0;0;0;0;1;0
Pappnase;0;0;0;0;0;0;0;1;0
paradiesisch;0;0;0;1;0;0;0;0;0
Pascha;0;0;0;0;0;0;0;1;0
Paselacken;0;0;0;0;0;0;0;1;0
Passivität;0;0;0;0;0;1;0;0;0
patzig;0;0;0;0;0;0;0;1;0
Paukenschlag;0;0;0;0;0;0;1;0;0
Pavor;0;0;0;0;1;0;0;0;0
Pech;0;0;0;0;0;1;0;0;0
Pechvogel;0;0;0;0;0;1;0;0;0
Pein;0;0;0;0;0;1;0;0;0
Peinlichkeit;0;0;0;0;0;0;0;1;0
Pejoration;0;0;0;0;0;0;0;1;0
pejorativ;0;0;0;0;0;0;0;1;0
penetrant;0;0;0;0;0;0;0;1;0
Pennbruder;0;0;0;0;0;0;0;1;0
Penner;0;0;0;0;0;0;0;1;0
perfekt;0;0;0;1;0;0;0;0;0
perfid;0;0;0;0;0;0;0;1;0
perfide;0;0;0;0;0;0;0;1;0
perplex;0;0;0;0;0;0;1;0;0
Perplexität;0;0;0;0;0;0;1;0;0
pervers;0;0;0;0;0;0;0;1;0
Pessimismus;0;0;0;0;0;1;0;0;0
Pessimist;0;0;0;0;0;1;0;0;0
pessimistisch;0;0;0;0;0;1;0;0;0
Pestfetzen;0;0;1;0;0;0;0;0;0
Pestzecke;0;0;0;0;0;0;0;1;0
Pfeife;0;0;0;0;0;0;0;1;0
Pfeifenheini;0;0;0;0;0;0;0;1;0
Pfeifenwichs;0;0;0;0;0;0;0;1;0
Pfeifenwichser;0;0;0;0;0;0;0;1;0
Pfennigfuchser;0;0;0;0;0;0;0;1;0
Pfennigfuchserei;0;0;0;0;0;0;0;1;0
Pflaumenaugust;0;0;0;0;0;0;0;1;0
pfriemeln;0;0;0;0;0;0;0;1;0
Pfui;0;0;1;0;0;0;0;0;0
pfui;0;0;1;0;0;0;0;1;0
Pfuiruf;0;0;1;0;0;0;0;0;0
Pfusch;0;0;0;0;0;0;0;1;0
Pfuscharbeit;0;0;0;0;0;0;0;1;0
pfuschen;0;0;0;0;0;0;0;1;0
Pfuscher;0;0;0;0;0;0;0;1;0
Pfuscherei;0;0;0;0;0;0;0;1;0
pfuschig;0;0;0;0;0;0;0;1;0
phänomenal;0;0;0;1;0;0;1;0;0
Phantasien;0;0;0;0;0;0;0;1;0
phantasmagorisch;0;0;0;0;0;0;1;0;0
Phantasterei;0;0;0;0;0;0;0;1;0
pharisäerhaft;0;0;0;0;0;0;0;1;0
Phobie;0;0;0;0;1;0;0;0;0
phobisch;0;0;0;0;1;0;0;0;0
Pickel;0;0;1;0;0;0;0;0;0
Piephahn;0;0;0;0;0;0;0;1;0
Piepmatz;0;0;0;0;0;0;0;1;0
pietätlos;0;0;0;0;0;0;0;1;0
Pietätlosigkeit;0;0;1;0;0;0;0;1;0
pikiert;0;0;0;0;0;0;0;1;0
Pillemann;0;0;0;0;0;0;0;1;0
Pillemännchen;0;0;0;0;0;0;0;1;0
Pillepalle;0;0;0;0;0;0;0;1;0
pillepalle;0;0;0;0;0;0;0;1;0
Pillermann;0;0;0;0;0;0;0;1;0
Pimmel;0;0;0;0;0;0;0;1;0
Pimmelmann;0;0;0;0;0;0;0;1;0
Pinkelbude;0;0;0;0;0;0;0;1;0
Pipifax;0;0;0;0;0;0;0;1;0
piselig;0;0;0;0;0;0;0;1;0
Pissbude;0;0;0;0;0;0;0;1;0
pissen;0;0;1;0;0;0;0;0;0
pissig;0;0;0;0;0;0;0;1;1
Plackerei;0;0;0;0;0;0;0;1;0
Plage;0;0;0;0;0;1;0;0;1
Plagegeist;0;0;0;0;0;0;0;1;0
plagen;0;0;0;0;0;1;0;0;1
Plagerei;0;0;0;0;0;1;0;1;0
Plappermaul;0;0;0;0;0;0;0;1;0
plappern;0;0;0;0;0;0;0;1;0
plärren;0;0;0;0;0;1;0;0;0
Pläsier;0;0;0;1;0;0;0;0;0
pläsierlich;0;0;0;1;0;0;0;0;0
Platitude;0;0;0;0;0;0;0;1;0
Plattheit;0;0;0;0;0;0;0;1;0
Plattitüde;0;0;0;0;0;0;0;1;0
plattmachen;0;0;0;0;0;0;0;1;0
platzen;0;0;0;0;0;0;0;0;1
Plaudertasche;0;0;0;0;0;0;0;1;0
Plempe;0;0;1;0;0;0;0;0;0
plemplem;0;0;0;0;0;0;0;1;0
Plörre;0;0;1;0;0;0;0;0;0
plötzlich;0;0;0;0;0;0;1;0;0
Pöbel;0;0;0;0;0;0;0;1;0
pöbelhaft;0;0;0;0;0;0;0;1;0
pöbeln;0;0;0;0;0;0;0;1;1
Podex;0;0;0;0;0;0;0;1;0
polemisch;0;0;0;0;0;0;0;1;0
popelig;0;0;0;0;0;0;0;1;0
Posse;0;0;0;0;0;0;0;1;0
Possenreißer;0;0;0;0;0;0;0;1;0
Possenspiel;0;0;0;0;0;0;0;1;0
Pöter;0;0;0;0;0;0;0;1;0
Pottfinger;0;0;0;0;0;0;0;1;0
potthässlich;0;0;0;0;0;0;0;1;0
potzblitz!;0;0;0;0;0;0;1;0;0
potztausend;0;0;0;0;0;0;1;0;0
potztausend!;0;0;0;0;0;0;1;0;0
Powertalker;0;0;0;0;0;0;0;1;0
prächtig;0;0;0;1;0;0;0;0;0
Prächtigkeit;0;0;0;1;0;0;0;0;0
prachtvoll;0;0;0;1;0;0;0;0;0
Prahler;0;0;0;0;0;0;0;1;0
Prahlerei;0;0;0;0;0;0;0;1;0
prahlerisch;0;0;0;0;0;0;0;1;0
Prahlhans;0;0;0;0;0;0;0;1;0
präpotent;0;0;0;0;0;0;0;1;0
prätentiös;0;0;0;0;0;0;0;1;0
prekär;0;0;0;0;1;0;0;0;0
priapeisch;0;0;0;0;0;0;0;1;0
prickelnd;0;0;0;0;0;0;1;0;0
prima;0;0;0;1;0;0;0;0;0
prinzipienlos;0;0;0;0;0;0;0;1;0
profan;0;0;0;0;0;0;0;1;0
profanisieren;0;0;0;0;0;0;0;1;0
Profilneurotiker;0;0;0;0;0;0;0;1;0
Profiteur;0;0;0;0;0;0;0;1;0
progressiv;0;0;0;0;0;0;0;1;0
Prolet;0;0;0;0;0;0;0;1;0
proletenhaft;0;0;0;0;0;0;0;1;0
Protzerei;0;0;0;0;0;0;0;1;0
protzig;0;0;0;0;0;0;0;1;0
provinziell;0;0;0;0;0;0;0;1;0
Provokation;0;0;0;0;0;0;0;0;1
provozieren;0;0;0;0;0;0;0;0;1
Prügelknabe;0;0;0;0;0;0;0;1;0
Psychopath;0;0;0;0;0;0;0;1;0
psychotisch;0;0;0;0;0;0;0;1;0
Pufferküsser;0;0;0;0;0;0;0;1;0
Pullermann;0;0;0;0;0;0;0;1;0
Pulsader;0;0;0;0;0;1;0;0;0
Pummel;0;0;0;0;0;0;0;1;0
Pummelchen;0;0;0;0;0;0;0;1;0
pupsig;0;0;0;0;0;0;0;1;0
Pussy;0;0;0;0;0;0;0;1;0
Pustel;0;0;1;0;0;0;0;0;0
Pustula;0;0;1;0;0;0;0;0;0
Qual;0;0;0;0;0;1;0;0;0
quälen;0;0;0;0;0;1;0;0;0
Quälerei;0;0;0;0;0;1;0;0;0
Quälgeist;0;0;0;0;0;0;0;1;0
qualvoll;0;0;0;0;0;1;0;0;0
quasseln;0;0;0;0;0;0;0;1;0
Quasselstrippe;0;0;0;0;0;0;0;1;0
Quasseltante;0;0;0;0;0;0;0;1;0
Quatsch;0;0;0;0;0;0;0;1;0
Quatschkopp;0;0;0;0;0;0;0;1;0
quengelig;0;0;0;0;0;0;0;1;0
quengeln;0;0;0;0;0;0;0;1;0
querulantenhaft;0;0;0;0;0;0;0;1;0
querulantisch;0;0;0;0;0;0;0;1;0
Quetschwurst;0;0;0;0;0;0;0;1;0
quietschbunt;0;0;0;0;0;0;0;1;0
Rabatz;0;0;0;0;0;0;0;0;1
Rabauke;0;0;0;0;0;0;0;1;0
rabiat;0;0;0;0;0;0;0;0;1
Rache;0;0;0;0;0;0;0;0;1
rächen;0;0;0;0;0;0;0;0;1
Racker;0;0;0;0;0;0;0;1;0
Rackerei;0;0;0;0;0;0;0;1;0
radikal;0;0;0;0;0;0;1;0;0
Raffke;0;0;0;0;0;0;0;1;0
Raffzahn;0;0;0;0;0;0;0;1;0
Rage;0;0;0;0;0;0;0;0;1
Ramsch;0;0;0;0;0;0;0;1;0
randalieren;0;0;0;0;0;0;0;1;1
Range;0;0;0;0;0;0;0;1;0
Rangelei;0;0;0;0;0;0;0;0;1
ranzig;0;0;0;0;0;0;0;1;0
rapide;0;0;0;0;0;0;1;0;0
Rappel;0;0;0;0;0;0;0;0;1
rasant;0;0;0;0;0;0;1;1;0
rasch;0;0;0;0;0;0;1;0;0
rasend;0;0;0;0;0;0;1;1;1
Raserei;0;0;0;0;0;0;0;0;1
rassig;0;0;0;0;0;0;0;1;0
Ratte;0;0;1;0;0;0;0;0;0
raunzen;0;0;0;0;0;0;0;1;1
rauschen;0;0;0;0;0;0;0;0;1
rausekeln;0;0;1;0;0;0;0;0;0
Rechthaber;0;0;0;0;0;0;0;1;0
Rechthaberei;0;0;0;0;0;0;0;1;0
Rechtswidrigkeit;0;0;0;0;0;0;0;1;0
redescheu;0;0;0;0;0;0;0;1;0
Reduktion;0;0;0;0;0;0;0;1;0
Regenwetter;0;0;0;0;0;1;0;0;0
reich;0;0;0;1;0;0;0;0;0
reichlich;0;0;0;1;0;0;0;0;0
reihern;0;0;1;0;0;0;0;0;0
Reinfall;0;0;0;0;0;0;1;0;0
reingrätschen;0;0;0;0;0;0;0;1;0
reinschneien;0;0;0;0;0;0;1;0;0
reizbar;0;0;0;0;0;0;0;0;1
reizen;0;0;0;0;0;0;0;0;1
reizlos;0;0;0;0;0;0;0;1;0
renitent;0;0;0;0;0;0;0;1;0
Respekt;0;0;0;1;0;0;0;0;0
Respekt!;0;0;0;0;0;0;1;0;0
respektlos;0;0;0;0;0;0;0;1;0
Respektlosigkeit;0;0;0;0;0;0;0;1;0
respektwidrig;0;0;0;0;0;0;0;1;0
Reue;0;0;0;0;0;1;0;0;0
Reuegefühl;0;0;0;0;0;1;0;0;0
Reumütigkeit;0;0;0;0;0;1;0;0;0
riechen;0;0;1;0;0;0;0;0;0
riesengroß;0;0;0;0;0;0;1;0;0
Rindvieh;0;0;0;0;0;0;0;1;0
Risiko;0;0;0;0;1;0;0;0;0
riskieren;0;0;0;0;1;0;0;0;0
romantisch;0;0;0;1;0;0;0;0;0
Rookie;0;0;0;0;0;0;0;1;0
rosa;0;0;0;1;0;0;0;0;0
rosafarben;0;0;0;1;0;0;0;0;0
rosarot;0;0;0;1;0;0;0;0;0
rosé;0;0;0;1;0;0;0;0;0
Rosette;0;0;1;0;0;0;0;1;0
rosig;0;0;0;1;0;0;0;0;0
Rotarsch;0;0;0;0;0;0;0;1;0
Rotte;0;0;0;0;0;0;0;1;1
Rotzbengel;0;0;0;0;0;0;0;1;0
Rotzblag;0;0;0;0;0;0;0;1;0
Rotzbubi;0;0;0;0;0;0;0;1;0
rotzfrech;0;0;0;0;0;0;0;1;0
Rotzgöre;0;0;0;0;0;0;0;1;0
Rotzjunge;0;0;0;0;0;0;0;1;0
Rotzlöffel;0;0;0;0;0;0;0;1;0
Rotznase;0;0;0;0;0;0;0;1;0
rotznäsig;0;0;0;0;0;0;0;1;0
Rowdy;0;0;0;0;0;0;0;1;0
ruchlos;0;0;1;0;0;0;0;1;0
rückgratlos;0;0;0;0;0;0;0;1;0
Rückschlag;0;0;0;0;0;1;0;0;0
rücksichtslos;0;0;0;0;0;0;0;1;0
Rücksichtslosigkeit;0;0;0;0;0;0;0;1;0
rückständig;0;0;0;0;0;0;0;1;0
Rufschädigung;0;0;0;0;0;0;0;1;0
Ruhestörer;0;0;0;0;0;0;0;1;0
ruhmlos;0;0;0;0;0;0;0;1;0
ruiniert;0;0;0;0;0;0;0;1;0
rumalbern;0;0;0;0;0;0;0;1;0
rumblödeln;0;0;0;0;0;0;0;1;0
rumfaulenzen;0;0;0;0;0;0;0;1;0
rumfuchteln;0;0;0;0;0;0;0;1;0
rumfuckeln;0;0;0;0;0;0;0;1;0
rumgammeln;0;0;0;0;0;0;0;1;0
Rumgealber;0;0;0;0;0;0;0;1;0
Rumgeblödel;0;0;0;0;0;0;0;1;0
rumlungern;0;0;0;0;0;0;0;1;0
rummachen;0;0;0;0;0;0;0;1;0
rummaulen;0;0;0;0;0;0;0;1;0
rummeckern;0;0;0;0;0;0;0;1;0
rummotzen;0;0;0;0;0;0;0;1;0
rumpöbeln;0;0;0;0;0;0;0;1;0
rumspacken;0;0;0;0;0;0;0;1;0
rumtoben;0;0;0;0;0;0;0;1;1
Rumtreiber;0;0;0;0;0;0;0;1;0
rumwüten;0;0;0;0;0;0;0;1;1
Rüpel;0;0;0;0;0;0;0;1;0
ruppig;0;0;0;0;0;0;1;0;0
sabbeln;0;0;0;0;0;0;0;1;0
sackerlot!;0;0;0;0;0;0;1;0;0
sackerment!;0;0;0;0;0;0;1;0;0
Sackgasse;0;0;0;0;0;1;0;0;0
Sackgesicht;0;0;0;0;0;0;0;1;0
Sacklpicker;0;0;0;0;0;0;0;1;0
salbadern;0;0;0;0;0;0;0;1;0
salopp;0;0;0;0;0;0;0;1;0
sapperlot!;0;0;0;0;0;0;1;0;0
sapperment!;0;0;0;0;0;0;1;0;0
Sarg;0;0;0;0;0;1;0;0;0
Sarkast;0;0;0;0;0;0;0;1;0
Sarkom;0;0;0;0;0;0;0;1;0
Saubande;0;0;0;0;0;0;0;1;0
sauber!;0;0;0;0;0;0;1;0;0
saubere;0;0;0;1;0;0;0;0;0
saublöd;0;0;0;0;0;0;0;1;0
saudoof;0;0;0;0;0;0;0;1;0
saudumm;0;0;0;0;0;0;0;1;0
sauer;0;0;0;0;0;0;0;0;1
Sauerei;0;0;1;0;0;0;0;1;0
säuerlich;0;0;0;0;0;0;0;1;0
sauhässlich;0;0;0;0;0;0;0;1;0
Sauhund;0;0;0;0;0;0;0;1;0
säuisch;0;0;1;0;0;0;0;1;0
saukomisch;0;0;0;0;0;0;0;1;0
saumäßig;0;0;0;0;0;0;0;1;0
Sausack;0;0;0;0;0;0;0;1;0
sausen;0;0;0;0;0;0;0;0;1
Saustall;0;0;0;0;0;0;0;1;0
schäbig;0;0;1;0;0;0;0;1;0
schädlich;0;0;0;0;0;0;0;1;0
schal;0;0;0;0;0;0;0;1;0
schamlos;0;0;0;0;0;0;0;1;0
schandbar;0;0;0;0;0;0;0;1;0
Schande;0;0;0;0;0;0;0;1;1
schändlich;0;0;0;0;0;0;0;1;0
Schändung;0;0;0;0;1;0;0;0;0
scharfzüngig;0;0;0;0;0;0;0;1;0
Scharlatan;0;0;0;0;0;0;0;1;0
Scharmützel;0;0;0;0;0;0;0;0;1
schassen;0;0;0;0;0;0;0;1;0
schassend;0;0;0;0;0;0;0;1;0
Schattenparker;0;0;0;0;0;0;0;1;0
Schattenreich;0;0;0;0;0;1;0;0;0
